join_so_nsubj Vinken 
acquired_so_dobj stake 
reduced_o_dobj stake 
have_o_dobj reason 
adds_so_nsubj filing 
adds_so_dobj twist 
challenge_o_dobj decision 
came_s_nsubj announcement 
closed_s_nsubj shares 
elaborate_s_nsubj UAL 
confirmed_so_nsubj Reliance 
confirmed_so_dobj filing 
pay_so_nsubj Primerica 
pay_so_dobj shares 
pay_so_nsubj company 
pay_so_dobj share 
closed_s_nsubj shares 
closed_s_nsubj Primerica 
acquired_so_nsubj Primerica 
acquired_so_dobj assets 
assumed_o_dobj certain 
boosts_so_nsubj move 
boosts_so_dobj stake 
rose_so_nsubj shares 
rose_so_dobj cents 
owns_so_nsubj which 
owns_so_dobj million 
closed_s_nsubj shares 
provides_so_nsubj Telerate 
provides_so_dobj network 
publishes_so_nsubj Jones 
publishes_so_dobj Journal 
operates_o_dobj services 
reported_so_nsubj Corp. 
reported_so_dobj earnings 
added_s_nsubj he 
totaled_so_nsubj income 
totaled_so_dobj $ 
compares_s_nsubj That 
includes_so_nsubj period 
includes_so_dobj adjustment 
made_so_nsubj which 
made_so_dobj $ 
rose_so_nsubj Sales 
rose_so_dobj % 
cited_o_dobj showing 
soared_so_nsubj earnings 
soared_so_dobj % 
had_so_nsubj areas 
had_so_dobj revenue 
doubled_s_nsubj earnings 
sagged_so_nsubj earnings 
sagged_so_dobj % 
rolled_s_nsubj last 
took_so_nsubj company 
took_so_dobj hits 
posted_so_nsubj company 
posted_so_dobj net 
Excluding_o_dobj additions 
rose_so_nsubj Sales 
rose_so_dobj % 
specializes_s_nsubj which 
sells_s_nsubj package 
using_o_dobj microprocessor 
sells_s_nsubj computer 
using_o_dobj Intel 
use_os_dobj which 
use_os_nsubj models 
coming_s_nsubj prices 
soared_s_nsubj prices 
rose_s_nsubj contracts 
has_so_nsubj which 
has_so_dobj limits 
settled_s_nsubj delivery 
ended_s_nsubj contract 
rose_so_nsubj delivery 
rose_so_dobj limit 
began_s_nsubj which 
use_o_dobj gasoline 
indicates_so_nsubj news 
indicates_so_dobj shift 
said_s_nsubj Ganes 
goes_s_nsubj More 
noted_s_nsubj Ganes 
noted_s_nsubj Oxnard 
have_so_nsubj who 
have_so_dobj contacts 
get_o_dobj information 
confirm_so_nsubj one 
confirm_so_dobj it 
started_so_nsubj Brazil 
started_so_dobj program 
earn_s_nsubj it 
increased_so_nsubj oil 
increased_so_dobj cents 
rose_so_nsubj Intermediate 
rose_so_dobj cents 
showed_so_nsubj which 
showed_so_dobj decline 
closed_s_nsubj Prices 
supported_so_nsubj demand 
supported_so_dobj prices 
buys_so_nsubj which 
buys_so_dobj grains 
provide_so_nsubj designation 
provide_so_dobj terms 
purchase_so_nsubj Soviets 
purchase_so_dobj grain 
advanced_so_nsubj contract 
advanced_so_dobj cents 
Buying_s_nsubj Buying 
ignored_so_nsubj traders 
ignored_so_dobj reports 
agreed_s_nsubj workers 
includes_so_nsubj that 
includes_so_dobj increase 
continuing_o_dobj negotiations 
take_o_dobj steps 
seeking_so_nsubj Equitable 
seeking_so_dobj buyer 
announced_so_nsubj it 
announced_so_dobj intention 
operates_so_nsubj It 
operates_so_dobj stores 
pay_so_nsubj Equus 
pay_so_dobj cash 
offered_so_nsubj it 
offered_so_dobj 13.65 
gave_so_nsubj Equus 
gave_so_dobj reason 
has_so_nsubj which 
has_so_dobj responsibilities 
followed_so_nsubj appointment 
followed_so_dobj tenure 
rejected_so_nsubj He 
rejected_so_dobj reports 
serve_s_nsubj who 
rose_so_nsubj shares 
rose_so_dobj pence 
representing_so_nsubj each 
representing_so_dobj shares 
assume_so_nsubj who 
assume_so_dobj duties 
extended_so_nsubj Corp. 
extended_so_dobj offer 
reported_so_nsubj Corp. 
reported_so_dobj loss 
totaling_o_dobj $ 
described_os_dobj that 
described_os_nsubj he 
declined_so_nsubj Revenue 
declined_so_dobj % 
cited_so_nsubj Savin 
cited_so_dobj softening 
competes_s_nsubj Savin 
cited_so_nsubj company 
cited_so_dobj costs 
hampered_so_nsubj lack 
hampered_so_dobj bid 
drifted_s_nsubj Average 
added_so_nsubj Index 
added_so_dobj 0.84 
gained_so_nsubj Index 
gained_so_dobj 0.99 
went_so_nsubj Index 
went_so_dobj 0.60 
led_so_nsubj stocks 
led_so_dobj decliners 
amounted_s_nsubj volume 
stood_s_nsubj index 
firmed_s_nsubj prices 
jumped_so_nsubj Soup 
jumped_so_dobj 3/8 
boosted_so_nsubj Securities 
boosted_so_dobj rating 
included_so_nsubj takeover 
included_so_dobj Woolworth 
went_s_nsubj which 
advanced_so_nsubj Upjohn 
advanced_so_dobj 7/8 
specify_os_dobj which 
specify_os_nsubj it 
climbed_so_nsubj AMR 
climbed_so_dobj 3/4 
withdrew_so_nsubj Trump 
withdrew_so_dobj bid 
rose_so_nsubj UAL 
rose_so_dobj 1/2 
added_so_nsubj Gulf 
added_so_dobj 3/4 
own_s_nsubj it 
has_so_nsubj NL 
has_so_dobj stake 
surged_so_nsubj which 
surged_so_dobj 1/8 
dropped_so_nsubj Nekoosa 
dropped_so_dobj 3/8 
went_s_nsubj which 
lost_so_nsubj Georgia-Pacific 
lost_so_dobj 1/2 
rose_so_nsubj Mead 
rose_so_dobj 3/4 
added_so_nsubj Board 
added_so_dobj 1/2 
gained_so_nsubj Paper 
gained_so_dobj 1/2 
lost_so_nsubj International 
lost_so_dobj 3/8 
dropped_so_nsubj Louisiana-Pacific 
dropped_so_dobj 1/8 
rose_so_nsubj Texaco 
rose_so_dobj 3/4 
came_s_nsubj Most 
has_so_nsubj Texaco 
has_so_dobj yield 
dropped_so_nsubj Pacific 
dropped_so_dobj 1/8 
tumbled_so_nsubj GenCorp 
tumbled_so_dobj 2 
went_s_nsubj Allergan 
gained_so_nsubj Index 
gained_so_dobj 1.56 
totaled_so_nsubj Volume 
totaled_so_dobj shares 
rose_so_nsubj Warehouse 
rose_so_dobj 1 
rose_so_nsubj income 
rose_so_dobj % 
holds_so_nsubj Freeport-McMoRan 
holds_so_dobj % 
cited_so_nsubj Nissan 
cited_so_dobj sales 
surged_so_nsubj Profit 
surged_so_dobj % 
totaled_so_nsubj Sales 
totaled_so_dobj yen 
climbing_o_dobj % 
scheduled_so_nsubj Nissan 
scheduled_so_dobj payment 
caused_so_nsubj appreciation 
caused_so_dobj difficulties 
own_s_nsubj it 
owns_so_nsubj which 
owns_so_dobj % 
own_s_nsubj it 
plunged_so_nsubj POP 
plunged_so_dobj 4 
have_so_nsubj which 
have_so_dobj rate 
provides_so_nsubj Radio 
provides_so_dobj service 
simulates_so_nsubj which 
simulates_so_dobj radio 
owns_so_nsubj Heritage 
owns_so_dobj stations 
include_so_nsubj figures 
include_so_dobj loss 
makes_so_nsubj that 
makes_so_dobj bombs 
reflected_so_nsubj results 
reflected_so_dobj gain 
facing_o_dobj squeeze 
distributes_so_nsubj RMS 
distributes_so_dobj devices 
produces_o_dobj supplies 
rose_s_nsubj Sales 
reported_so_nsubj company 
reported_so_dobj loss 
rose_s_nsubj Sales 
represents_so_nsubj sale 
represents_so_dobj % 
operates_so_nsubj which 
operates_so_dobj number 
lent_so_nsubj family 
lent_so_dobj 500,000 
raised_so_nsubj PLC 
raised_so_dobj price 
identified_s_nsubjpass concern 
has_so_nsubj offer 
has_so_dobj acceptances 
raises_so_nsubj acquisition 
raises_so_dobj presence 
building_so_nsubj that 
building_so_dobj ships 
took_so_nsubj Savings 
took_so_dobj charge 
had_so_nsubj thrift 
had_so_dobj income 
added_so_nsubj Federal 
added_so_dobj $ 
assuming_o_dobj fluctuation 
has_so_nsubj thrift 
has_so_dobj assets 
has_so_nsubj which 
has_so_dobj banks 
announced_so_nsubj First 
announced_so_dobj agreement 
has_so_nsubj Financial 
has_so_dobj $ 
adopt_so_nsubj each 
adopt_so_dobj name 
filed_so_nsubj Inc. 
filed_so_dobj plan 
provides_so_nsubj that 
provides_so_dobj cents 
receive_so_nsubj creditors 
receive_so_dobj $ 
receive_so_nsubj they 
receive_so_dobj stock 
hit_so_nsubj stock 
hit_so_dobj high 
plunged_s_nsubj fortunes 
hit_so_nsubj sales 
hit_so_dobj $ 
ENDED_so_nsubj ORTEGA 
ENDED_so_dobj truce 
citing_o_dobj attacks 
suspended_so_nsubj president 
suspended_so_dobj cease-fire 
accused_o_dobj Bush 
promoting_o_dobj death 
condemned_so_nsubj spokesman 
condemned_so_dobj suspension 
fled_s_nsubj Thousands 
involving_o_dobj transplants 
oppose_so_nsubj anti-abortionists 
oppose_so_dobj research 
break_s_nsubj that 
lead_s_nsubj that 
approved_so_nsubj conferees 
approved_so_dobj portions 
relies_s_nsubj plan 
accused_so_nsubj Africa 
accused_so_dobj guerrillas 
violating_o_dobj plans 
assassinated_so_nsubj Gunmen 
assassinated_so_dobj employee 
took_so_nsubj Jihad 
took_so_dobj responsibility 
concluded_so_nsubj Nixon 
concluded_so_dobj days 
complained_s_nsubj rulers 
said_s_nsubj Salinas 
growing_s_nsubj economy 
impeding_os_dobj progress 
impeding_os_csubj impeding 
defeated_so_nsubj Bhutto 
defeated_so_dobj motion 
surviving_o_dobj vote 
unveiled_so_nsubj Bush 
unveiled_so_dobj package 
includes_so_nsubj plan 
includes_so_dobj commitment 
exploded_s_nsubj that 
killing_o_dobj people 
completed_so_nsubj Corp. 
completed_so_dobj offer 
paying_soo_nsubj Sony 
paying_soo_dobj 27 
paying_soo_dobj cash 
assuming_o_dobj $ 
is_s_nsubj effort 
earned_so_nsubj Xerox 
earned_so_dobj $ 
rose_s_nsubj Earnings 
was_s_nsubj that 
posted_so_nsubj Ltd. 
posted_so_dobj gain 
ended_o_dobj Sept.30 
earned_so_nsubj it 
earned_so_dobj yen 
rose_so_nsubj Sales 
rose_so_dobj % 
surged_so_nsubj income 
surged_so_dobj % 
rose_s_nsubj net 
pushed_so_nsubj demand 
pushed_so_dobj sales 
rose_s_nsubj sales 
grew_s_nsubj Demand 
edged_s_nsubj sales 
predicting_so_nsubj economists 
predicting_so_dobj recession 
coming_s_nsubj Fed 
rose_so_nsubj stock 
rose_so_dobj 3.375 
plans_so_nsubj Merc 
plans_so_dobj breaker 
received_so_nsubj Gulf 
received_so_dobj bid 
follows_so_nsubj which 
follows_so_dobj bid 
won_so_nsubj bill 
won_so_dobj approval 
boosts_so_nsubj which 
boosts_so_dobj wage 
sought_so_nsubj Steinberg 
sought_so_dobj clearance 
face_o_dobj fine 
developing_so_nsubj which 
developing_so_dobj supercomputer 
face_so_nsubj trucks 
face_so_dobj requirements 
delay_o_dobj auction 
rose_s_nsubj income 
built_so_nsubj who 
built_so_dobj thrift 
fault_so_nsubj investors 
fault_so_dobj style 
earns_so_nsubj he 
earns_so_dobj millions 
hit_so_nsubj stock 
hit_so_dobj 1/8 
has_so_nsubj Columbia 
has_so_dobj shares 
has_so_nsubj family 
has_so_dobj % 
do_o_dobj banking 
comment_s_nsubj Columbia 
sell_o_dobj bonds 
's_s_nsubj That 
reserved_o_dobj $ 
do_s_nsubj portfolio 
provide_so_nsubj Columbia 
provide_so_dobj data 
showed_so_nsubj holdings 
showed_so_dobj bonds 
offsetting_o_dobj that 
hopes_s_nsubj It 
holding_o_dobj some 
seeking_so_nsubj which 
seeking_so_dobj officer 
wants_so_nsubj that 
wants_so_dobj presence 
have_so_nsubj who 
have_so_dobj career 
use_o_dobj some 
contributed_s_nsubj Yoshihashi 
covers_so_nsubj patent 
covers_so_dobj materials 
conducting_o_dobj studies 
describes_so_nsubj patent 
describes_so_dobj protein-1 
induce_so_nsubj that 
induce_so_dobj formation 
received_so_nsubj nomination 
received_so_dobj blow 
gave_soo_nsubj Association 
gave_soo_iobj Thomas 
gave_soo_dobj rating 
vote_s_nsubj which 
add_so_nsubj Thomas 
add_so_dobj voice 
narrowed_so_nsubj that 
narrowed_so_dobj rights 
gives_so_nsubj ABA 
gives_so_dobj qualified 
gives_so_nsubj association 
gives_so_dobj rating 
had_so_nsubj Lentjes 
had_so_dobj sales 
has_o_dobj backlog 
comes_s_nsubj sale 
issued_so_nsubj Commission 
issued_so_dobj rulings 
defines_so_nsubj law 
defines_so_dobj prices 
assess_so_nsubj U.S. 
assess_so_dobj duties 
totaled_so_nsubj Imports 
totaled_so_dobj $ 
dismissed_so_nsubj ITC 
dismissed_so_dobj complaints 
totaled_so_nsubj imports 
totaled_so_dobj $ 
increase_soo_nsubj program 
increase_soo_iobj benefits 
increase_soo_dobj % 
offering_so_nsubj Upjohn 
offering_so_dobj bonus 
take_so_nsubj % 
take_so_dobj advantage 
leave_s_nsubj who 
trim_so_nsubj Upjohn 
trim_so_dobj 350 
rose_so_nsubj shares 
rose_so_dobj cents 
adopted_so_nsubj company 
adopted_so_dobj plan 
increases_so_nsubj He 
increases_so_dobj board 
begins_s_nsubj Frenzy 
gives_soo_nsubj Sternberg 
gives_soo_iobj us 
gives_soo_dobj example 
tells_so_nsubj he 
tells_so_dobj reader 
writing_s_nsubj I 
lead_sso_nsubj Bribe 
lead_sso_nsubj Sternberg 
lead_sso_dobj us 
traveled_s_nsubj Wedtech 
revolves_s_nsubj book 
discovered_so_nsubj Neuberger 
discovered_so_dobj program 
plugged_so_nsubj company 
plugged_so_dobj itself 
serving_o_dobj sentence 
began_so_nsubj company 
began_so_dobj career 
use_so_nsubj Wedtech 
use_so_dobj bribery 
made_so_nsubj It 
made_so_dobj use 
retaining_o_dobj firms 
sought_so_nsubj it 
sought_so_dobj assistance 
used_so_nsubj management 
used_so_dobj system 
received_so_nsubj you 
received_so_dobj cash 
found_soo_nsubj you 
found_soo_dobj yourself 
found_soo_dobj fate 
befell_so_nsubj that 
befell_so_dobj Mariotta 
show_so_nsubj None 
show_so_dobj ingenuity 
found_soo_nsubj Auditors 
found_soo_iobj crookery 
found_soo_dobj day 
wanted_so_nsubj who 
wanted_so_dobj houses 
wrestling_s_nsubj one 
changed_so_nsubj who 
changed_so_dobj name 
enters_so_nsubj He 
enters_so_dobj story 
gloss_s_nsubj authors 
took_so_nsubj scandal 
took_so_dobj place 
come_s_nsubj They 
leaving_o_dobj gold 
expressing_o_dobj surprise 
have_so_nsubj scandals 
have_so_dobj characteristics 
take_so_nsubj They 
take_so_dobj place 
provide_so_nsubj Frenzy 
provide_so_dobj clues 
are_s_nsubj groups 
redistributing_so_nsubj government 
redistributing_so_dobj wealth 
regulating_o_dobj commerce 
maintaining_o_dobj establishment 
have_so_nsubj they 
have_so_dobj wish 
exist_s_nsubj programs 
injecting_so_nsubj each 
injecting_so_dobj markkaa 
take_o_dobj stake 
holding_o_dobj contracts 
has_so_nsubj which 
has_so_dobj ships 
presented_so_nsubj Carnival 
presented_so_dobj claims 
began_s_nsubj proceedings 
provide_o_dobj capital 
discharge_so_nsubj which 
discharge_so_dobj debt 
moved_so_nsubj Care 
moved_so_dobj headquarters 
maintained_so_nsubj company 
maintained_so_dobj offices 
continues_s_nsubj Karns 
sputtered_s_nsubj sale 
closed_s_nsubj Care 
reported_so_nsubj Co. 
reported_so_dobj decline 
reflecting_o_dobj costs 
earned_so_nsubj company 
earned_so_dobj $ 
earned_so_nsubj Ralston 
earned_so_dobj $ 
included_so_nsubj results 
included_so_dobj gain 
makes_so_nsubj which 
makes_so_dobj cadmium 
attributed_so_nsubj Ralston 
attributed_so_dobj slump 
required_so_nsubj which 
required_so_dobj spending 
realized_so_nsubj division 
realized_so_dobj profit 
spent_o_dobj more 
closed_s_nsubj shares 
reported_so_nsubj Companies 
reported_so_dobj profit 
had_o_dobj change 
involving_o_dobj losses 
compares_so_nsubj difference 
compares_so_dobj profit 
causing_so_nsubj binge 
causing_so_dobj bottlenecks 
reaping_so_nsubj companies 
reaping_so_dobj windfall 
bought_so_nsubj Union 
bought_so_dobj bushels 
flows_s_nsubj much 
push_s_nsubj tows 
feeds_s_nsubj which 
cutting_so_nsubj Corps 
cutting_so_dobj flow 
feed_so_nsubj that 
feed_so_dobj it 
sank_s_nsubj rates 
drop_so_nsubj it 
drop_so_dobj feet 
hamstrung_so_nsubj levels 
hamstrung_so_dobj shipments 
use_so_nsubj processors 
use_so_dobj price 
slipped_so_nsubj price 
slipped_so_dobj cents 
have_so_nsubj they 
have_so_dobj more 
offering_soo_nsubj elevators 
offering_soo_iobj farmers 
offering_soo_dobj 2.15 
is_s_nsubj plenty 
relieve_so_nsubj Ports 
relieve_so_dobj pressure 
increasing_so_nsubj railroad 
increasing_so_dobj service 
increased_s_nsubj prices 
rose_s_nsubj Prices 
ended_s_nsubj oil 
advanced_so_nsubj Intermediate 
advanced_so_dobj cents 
continued_so_nsubj futures 
continued_so_dobj sell-off 
began_s_nsubj that 
fell_so_nsubj gold 
fell_so_dobj 3.20 
declined_so_nsubj silver 
declined_so_dobj cents 
have_so_nsubj which 
have_so_dobj more 
rose_s_nsubj stocks 
recovered_so_nsubj prices 
recovered_so_dobj declines 
rose_so_nsubj contract 
rose_so_dobj cents 
belong_s_nsubj which 
said_s_nsubj analyst 
included_so_nsubj Reasons 
included_so_dobj number 
noted_s_nsubj analyst 
said_s_nsubj he 
contributing_s_nsubj report 
noted_s_nsubj analyst 
precedes_so_nsubj which 
precedes_so_dobj report 
gives_o_dobj indication 
rose_s_nsubj Association 
indicates_so_nsubj reading 
indicates_so_dobj slowing 
raised_so_nsubj report 
raised_so_dobj possibility 
unveiled_so_nsubj Corp. 
unveiled_so_dobj models 
introduced_o_dobj software 
posted_so_nsubj Corp. 
posted_so_dobj drop 
earned_so_nsubj steelmaker 
earned_so_dobj $ 
includes_so_nsubj quarter 
includes_so_dobj gains 
had_so_nsubj USX 
had_so_dobj gain 
rose_so_nsubj Sales 
rose_so_dobj % 
riding_so_nsubj company 
riding_so_dobj boom 
fell_so_nsubj profit 
fell_so_dobj % 
eliminating_o_dobj income 
serving_o_dobj industry 
attributed_so_nsubj company 
attributed_so_dobj sales 
dropped_so_nsubj profit 
dropped_so_dobj % 
posted_so_nsubj which 
posted_so_dobj drop 
plummeted_so_nsubj profit 
plummeted_so_dobj % 
closed_s_nsubj shares 
reflect_so_nsubj rise 
reflect_so_dobj fact 
has_so_nsubj USX 
has_so_dobj $ 
jumped_so_nsubj Profit 
jumped_so_dobj % 
rose_so_nsubj Sales 
rose_so_dobj % 
represent_so_nsubj professors 
represent_so_dobj ends 
said_s_nsubj they 
covered_so_nsubj bill 
covered_so_dobj items 
was_s_nsubj discussion 
